index,age_end,age_start,age_weights,area,data_type,effective_sample_size,lower_ci,sex,standard_error,upper_ci,value,x_cv_ascertainment,x_cv_diagnostic_criteria,x_cv_representative,year_end,year_start
840,24,20,,asia_pacific_high_income,csmr,,3.54e-08,female,-99.0,2.36e-07,1.23e-07,0,0,0,2010,2010
841,29,25,,asia_pacific_high_income,csmr,,6.3e-08,female,-99.0,3.31e-07,1.82e-07,0,0,0,2010,2010
842,34,30,,asia_pacific_high_income,csmr,,6.93e-08,female,-99.0,3.64e-07,2.06e-07,0,0,0,2010,2010
843,39,35,,asia_pacific_high_income,csmr,,1.2e-07,female,-99.0,5.31e-07,3.11e-07,0,0,0,2010,2010
844,44,40,,asia_pacific_high_income,csmr,,2.04e-07,female,-99.0,1.07e-06,5.63e-07,0,0,0,2010,2010
845,49,45,,asia_pacific_high_income,csmr,,3.6e-07,female,-99.0,2.15e-06,1.12e-06,0,0,0,2010,2010
846,54,50,,asia_pacific_high_income,csmr,,1.11e-06,female,-99.0,4.5e-06,2.47e-06,0,0,0,2010,2010
847,59,55,,asia_pacific_high_income,csmr,,2.79e-06,female,-99.0,9.37e-06,5.45e-06,0,0,0,2010,2010
848,64,60,,asia_pacific_high_income,csmr,,5.9e-06,female,-99.0,2.21e-05,1.26e-05,0,0,0,2010,2010
849,69,65,,asia_pacific_high_income,csmr,,1.49e-05,female,-99.0,5.08e-05,3.19e-05,0,0,0,2010,2010
850,74,70,,asia_pacific_high_income,csmr,,3.47e-05,female,-99.0,0.0001206,7.91e-05,0,0,0,2010,2010
851,79,75,,asia_pacific_high_income,csmr,,6.44e-05,female,-99.0,0.0002603,0.0001717,0,0,0,2010,2010
852,99,80,,asia_pacific_high_income,csmr,,0.0001484,female,-99.0,0.0008398,0.000495,0,0,0,2010,2010
853,24,20,,asia_central,csmr,,3.77e-08,female,-99.0,2.33e-07,1.29e-07,0,0,0,1990,1990
854,29,25,,asia_central,csmr,,4.71e-08,female,-99.0,2.64e-07,1.44e-07,0,0,0,1990,1990
855,34,30,,asia_central,csmr,,1.06e-07,female,-99.0,1.96e-06,8.45e-07,0,0,0,1990,1990
856,39,35,,asia_central,csmr,,1.35e-07,female,-99.0,2.09e-06,8.92e-07,0,0,0,1990,1990
857,44,40,,asia_central,csmr,,1.3e-07,female,-99.0,9.49e-07,4.65e-07,0,0,0,1990,1990
858,49,45,,asia_central,csmr,,2.55e-07,female,-99.0,1.48e-06,7.78e-07,0,0,0,1990,1990
859,54,50,,asia_central,csmr,,5.11e-07,female,-99.0,3.12e-06,1.6e-06,0,0,0,1990,1990
860,59,55,,asia_central,csmr,,8.24e-07,female,-99.0,4.58e-06,2.29e-06,0,0,0,1990,1990
861,64,60,,asia_central,csmr,,2.11e-06,female,-99.0,7.72e-06,4.31e-06,0,0,0,1990,1990
862,69,65,,asia_central,csmr,,3.89e-06,female,-99.0,1.45e-05,8.31e-06,0,0,0,1990,1990
863,74,70,,asia_central,csmr,,6.84e-06,female,-99.0,1.88e-05,1.16e-05,0,0,0,1990,1990
864,79,75,,asia_central,csmr,,1.2e-05,female,-99.0,3.27e-05,2.04e-05,0,0,0,1990,1990
865,99,80,,asia_central,csmr,,1.04e-05,female,-99.0,3.99e-05,1.97e-05,0,0,0,1990,1990
866,24,20,,asia_central,csmr,,5.17e-08,female,-99.0,2.67e-07,1.49e-07,0,0,0,2005,2005
867,29,25,,asia_central,csmr,,6.4e-08,female,-99.0,2.81e-07,1.66e-07,0,0,0,2005,2005
868,34,30,,asia_central,csmr,,1.37e-07,female,-99.0,2.12e-06,8.94e-07,0,0,0,2005,2005
869,39,35,,asia_central,csmr,,1.69e-07,female,-99.0,2.38e-06,9.9e-07,0,0,0,2005,2005
870,44,40,,asia_central,csmr,,2.11e-07,female,-99.0,9.83e-07,5.44e-07,0,0,0,2005,2005
871,49,45,,asia_central,csmr,,3.7e-07,female,-99.0,1.53e-06,8.52e-07,0,0,0,2005,2005
872,54,50,,asia_central,csmr,,7.98e-07,female,-99.0,3.66e-06,1.86e-06,0,0,0,2005,2005
873,59,55,,asia_central,csmr,,1.19e-06,female,-99.0,5.32e-06,2.76e-06,0,0,0,2005,2005
874,64,60,,asia_central,csmr,,2.88e-06,female,-99.0,8.4e-06,4.96e-06,0,0,0,2005,2005
875,69,65,,asia_central,csmr,,5.5e-06,female,-99.0,1.48e-05,9.36e-06,0,0,0,2005,2005
876,74,70,,asia_central,csmr,,8.66e-06,female,-99.0,2.34e-05,1.37e-05,0,0,0,2005,2005
877,79,75,,asia_central,csmr,,1.3e-05,female,-99.0,4.03e-05,2.27e-05,0,0,0,2005,2005
878,99,80,,asia_central,csmr,,1.17e-05,female,-99.0,4.8e-05,2.38e-05,0,0,0,2005,2005
879,24,20,,asia_central,csmr,,5.03e-08,female,-99.0,2.38e-07,1.39e-07,0,0,0,2010,2010
880,29,25,,asia_central,csmr,,6.48e-08,female,-99.0,2.49e-07,1.55e-07,0,0,0,2010,2010
881,34,30,,asia_central,csmr,,1.35e-07,female,-99.0,1.82e-06,8.17e-07,0,0,0,2010,2010
882,39,35,,asia_central,csmr,,1.67e-07,female,-99.0,2.11e-06,9.1e-07,0,0,0,2010,2010
883,44,40,,asia_central,csmr,,1.93e-07,female,-99.0,9.09e-07,5.21e-07,0,0,0,2010,2010
884,49,45,,asia_central,csmr,,3.52e-07,female,-99.0,1.4e-06,8.05e-07,0,0,0,2010,2010
885,54,50,,asia_central,csmr,,7.34e-07,female,-99.0,3.05e-06,1.71e-06,0,0,0,2010,2010
886,59,55,,asia_central,csmr,,1.18e-06,female,-99.0,5.18e-06,2.66e-06,0,0,0,2010,2010
887,64,60,,asia_central,csmr,,2.87e-06,female,-99.0,8.17e-06,4.81e-06,0,0,0,2010,2010
888,69,65,,asia_central,csmr,,5.25e-06,female,-99.0,1.49e-05,9.15e-06,0,0,0,2010,2010
889,74,70,,asia_central,csmr,,8.02e-06,female,-99.0,2.26e-05,1.34e-05,0,0,0,2010,2010
890,79,75,,asia_central,csmr,,1.33e-05,female,-99.0,4.16e-05,2.28e-05,0,0,0,2010,2010
891,99,80,,asia_central,csmr,,1.19e-05,female,-99.0,4.84e-05,2.33e-05,0,0,0,2010,2010
892,59,55,,asia_east,csmr,,2.58e-06,male,-99.0,8.31e-06,4.74e-06,0,0,0,2005,2005
893,64,60,,asia_east,csmr,,4.64e-06,male,-99.0,1.65e-05,8.59e-06,0,0,0,2005,2005
894,69,65,,asia_east,csmr,,1.13e-05,male,-99.0,5.02e-05,2.38e-05,0,0,0,2005,2005
895,74,70,,asia_east,csmr,,2.35e-05,male,-99.0,8.38e-05,4.87e-05,0,0,0,2005,2005
896,79,75,,asia_east,csmr,,4.59e-05,male,-99.0,0.0001625,9.57e-05,0,0,0,2005,2005
897,99,80,,asia_east,csmr,,6.62e-05,male,-99.0,0.0002584,0.0001499,0,0,0,2005,2005
898,24,20,,asia_east,csmr,,1.95e-07,male,-99.0,8.14e-07,3.88e-07,0,0,0,2010,2010
899,29,25,,asia_east,csmr,,1.43e-07,male,-99.0,7.81e-07,3.36e-07,0,0,0,2010,2010
900,34,30,,asia_east,csmr,,1.26e-07,male,-99.0,6.83e-07,3.19e-07,0,0,0,2010,2010
901,39,35,,asia_east,csmr,,1.68e-07,male,-99.0,1.85e-06,5.12e-07,0,0,0,2010,2010
902,44,40,,asia_east,csmr,,2.87e-07,male,-99.0,1.53e-06,6.89e-07,0,0,0,2010,2010
903,49,45,,asia_east,csmr,,3.54e-07,male,-99.0,1.34e-06,7.14e-07,0,0,0,2010,2010
904,54,50,,asia_east,csmr,,1.08e-06,male,-99.0,4.99e-06,2.2e-06,0,0,0,2010,2010
905,59,55,,asia_east,csmr,,2.49e-06,male,-99.0,9.25e-06,4.77e-06,0,0,0,2010,2010
906,64,60,,asia_east,csmr,,4.33e-06,male,-99.0,1.89e-05,8.9e-06,0,0,0,2010,2010
907,69,65,,asia_east,csmr,,1.09e-05,male,-99.0,5.96e-05,2.64e-05,0,0,0,2010,2010
908,74,70,,asia_east,csmr,,2.41e-05,male,-99.0,0.0001095,5.59e-05,0,0,0,2010,2010
909,79,75,,asia_east,csmr,,4.82e-05,male,-99.0,0.0002237,0.0001037,0,0,0,2010,2010
910,99,80,,asia_east,csmr,,6.73e-05,male,-99.0,0.0003633,0.0001728,0,0,0,2010,2010
911,24,20,,asia_south,csmr,,9.75e-08,female,-99.0,1.75e-06,6.51e-07,0,0,0,1990,1990
912,29,25,,asia_south,csmr,,1.08e-07,female,-99.0,1.27e-06,5.89e-07,0,0,0,1990,1990
913,34,30,,asia_south,csmr,,1.34e-07,female,-99.0,9.9e-07,4.95e-07,0,0,0,1990,1990
914,39,35,,asia_south,csmr,,1.62e-07,female,-99.0,1.2e-06,5.56e-07,0,0,0,1990,1990
915,44,40,,asia_south,csmr,,2.73e-07,female,-99.0,1.68e-06,7.77e-07,0,0,0,1990,1990
916,49,45,,asia_south,csmr,,3.96e-07,female,-99.0,2.51e-06,1.16e-06,0,0,0,1990,1990
917,54,50,,asia_south,csmr,,8.51e-07,female,-99.0,6.3e-06,2.6e-06,0,0,0,1990,1990
918,59,55,,asia_south,csmr,,1.72e-06,female,-99.0,1.4e-05,5.95e-06,0,0,0,1990,1990
919,64,60,,asia_south,csmr,,4.24e-06,female,-99.0,3.69e-05,1.5e-05,0,0,0,1990,1990
920,69,65,,asia_south,csmr,,1.02e-05,female,-99.0,8.22e-05,3.41e-05,0,0,0,1990,1990
921,74,70,,asia_south,csmr,,2.54e-05,female,-99.0,0.0001622,7.28e-05,0,0,0,1990,1990
922,79,75,,asia_south,csmr,,5.11e-05,female,-99.0,0.0002863,0.0001395,0,0,0,1990,1990
923,99,80,,asia_south,csmr,,7.99e-05,female,-99.0,0.0004311,0.0002045,0,0,0,1990,1990
924,24,20,,asia_south,csmr,,9.97e-08,female,-99.0,1.05e-06,4.3e-07,0,0,0,2005,2005
925,29,25,,asia_south,csmr,,1.12e-07,female,-99.0,9.09e-07,4.46e-07,0,0,0,2005,2005
926,34,30,,asia_south,csmr,,1.35e-07,female,-99.0,7.15e-07,3.73e-07,0,0,0,2005,2005
927,39,35,,asia_south,csmr,,1.53e-07,female,-99.0,8.89e-07,4.19e-07,0,0,0,2005,2005
928,44,40,,asia_south,csmr,,2.52e-07,female,-99.0,1.29e-06,6.01e-07,0,0,0,2005,2005
929,49,45,,asia_south,csmr,,3.49e-07,female,-99.0,1.91e-06,8.79e-07,0,0,0,2005,2005
930,54,50,,asia_south,csmr,,8.04e-07,female,-99.0,4.56e-06,1.94e-06,0,0,0,2005,2005
931,59,55,,asia_south,csmr,,1.64e-06,female,-99.0,1.14e-05,5e-06,0,0,0,2005,2005
932,64,60,,asia_south,csmr,,4.47e-06,female,-99.0,2.65e-05,1.19e-05,0,0,0,2005,2005
933,69,65,,asia_south,csmr,,9.95e-06,female,-99.0,6.7e-05,2.8e-05,0,0,0,2005,2005
934,74,70,,asia_south,csmr,,2.43e-05,female,-99.0,0.0001358,6.17e-05,0,0,0,2005,2005
935,79,75,,asia_south,csmr,,4.91e-05,female,-99.0,0.0002723,0.0001207,0,0,0,2005,2005
936,99,80,,asia_south,csmr,,7.45e-05,female,-99.0,0.000412,0.000192,0,0,0,2005,2005
937,24,20,,asia_south,csmr,,9.8e-08,female,-99.0,9.92e-07,4.09e-07,0,0,0,2010,2010
938,29,25,,asia_south,csmr,,1.15e-07,female,-99.0,9.36e-07,4.25e-07,0,0,0,2010,2010
939,34,30,,asia_south,csmr,,1.43e-07,female,-99.0,7.02e-07,3.68e-07,0,0,0,2010,2010
940,39,35,,asia_south,csmr,,1.66e-07,female,-99.0,8.25e-07,4.11e-07,0,0,0,2010,2010
941,44,40,,asia_south,csmr,,2.72e-07,female,-99.0,1.27e-06,6.05e-07,0,0,0,2010,2010
942,49,45,,asia_south,csmr,,3.82e-07,female,-99.0,1.75e-06,8.96e-07,0,0,0,2010,2010
943,54,50,,asia_south,csmr,,8.5e-07,female,-99.0,4.08e-06,2.01e-06,0,0,0,2010,2010
944,59,55,,asia_south,csmr,,1.81e-06,female,-99.0,1.12e-05,4.89e-06,0,0,0,2010,2010
945,64,60,,asia_south,csmr,,4.48e-06,female,-99.0,2.61e-05,1.16e-05,0,0,0,2010,2010
946,69,65,,asia_south,csmr,,1.04e-05,female,-99.0,6.04e-05,2.71e-05,0,0,0,2010,2010
947,74,70,,asia_south,csmr,,2.59e-05,female,-99.0,0.0001336,6.33e-05,0,0,0,2010,2010
948,79,75,,asia_south,csmr,,5.11e-05,female,-99.0,0.0002763,0.0001202,0,0,0,2010,2010
949,99,80,,asia_south,csmr,,8.01e-05,female,-99.0,0.0004557,0.0001993,0,0,0,2010,2010
950,24,20,,asia_southeast,csmr,,9.91e-08,female,-99.0,1.02e-06,4.82e-07,0,0,0,1990,1990
951,29,25,,asia_southeast,csmr,,1.76e-07,female,-99.0,1.51e-06,7.14e-07,0,0,0,1990,1990
952,34,30,,asia_southeast,csmr,,1.77e-07,female,-99.0,7.66e-07,4.69e-07,0,0,0,1990,1990
953,39,35,,asia_southeast,csmr,,1.84e-07,female,-99.0,8.83e-07,4.42e-07,0,0,0,1990,1990
954,44,40,,asia_southeast,csmr,,2.24e-07,female,-99.0,1.21e-06,5.45e-07,0,0,0,1990,1990
955,49,45,,asia_southeast,csmr,,4.2e-07,female,-99.0,1.91e-06,9.46e-07,0,0,0,1990,1990
956,54,50,,asia_southeast,csmr,,9.99e-07,female,-99.0,3.9e-06,2.1e-06,0,0,0,1990,1990
957,59,55,,asia_southeast,csmr,,2.42e-06,female,-99.0,1.06e-05,5.43e-06,0,0,0,1990,1990
958,64,60,,asia_southeast,csmr,,4.7e-06,female,-99.0,1.78e-05,9.18e-06,0,0,0,1990,1990
959,69,65,,asia_southeast,csmr,,7.8e-06,female,-99.0,3.77e-05,1.65e-05,0,0,0,1990,1990
960,74,70,,asia_southeast,csmr,,1.79e-05,female,-99.0,8.36e-05,3.91e-05,0,0,0,1990,1990
961,79,75,,asia_southeast,csmr,,3.66e-05,female,-99.0,0.0001687,8.14e-05,0,0,0,1990,1990
962,99,80,,asia_southeast,csmr,,4.41e-05,female,-99.0,0.0002135,9.7e-05,0,0,0,1990,1990
963,24,20,,asia_southeast,csmr,,1.03e-07,female,-99.0,7.52e-07,3.62e-07,0,0,0,2005,2005
964,29,25,,asia_southeast,csmr,,1.66e-07,female,-99.0,1.35e-06,6.19e-07,0,0,0,2005,2005
965,34,30,,asia_southeast,csmr,,1.73e-07,female,-99.0,7.82e-07,4.49e-07,0,0,0,2005,2005
966,39,35,,asia_southeast,csmr,,1.85e-07,female,-99.0,6.38e-07,3.86e-07,0,0,0,2005,2005
967,44,40,,asia_southeast,csmr,,2.43e-07,female,-99.0,8.22e-07,5.12e-07,0,0,0,2005,2005
968,49,45,,asia_southeast,csmr,,4.79e-07,female,-99.0,1.49e-06,9.56e-07,0,0,0,2005,2005
969,54,50,,asia_southeast,csmr,,9.69e-07,female,-99.0,3.59e-06,2.13e-06,0,0,0,2005,2005
970,59,55,,asia_southeast,csmr,,2.19e-06,female,-99.0,9.75e-06,5.27e-06,0,0,0,2005,2005
971,64,60,,asia_southeast,csmr,,4.36e-06,female,-99.0,1.42e-05,8.59e-06,0,0,0,2005,2005
972,69,65,,asia_southeast,csmr,,8.48e-06,female,-99.0,2.73e-05,1.61e-05,0,0,0,2005,2005
973,74,70,,asia_southeast,csmr,,2.1e-05,female,-99.0,5.9e-05,3.63e-05,0,0,0,2005,2005
974,79,75,,asia_southeast,csmr,,4.05e-05,female,-99.0,0.0001257,7.68e-05,0,0,0,2005,2005
975,99,80,,asia_southeast,csmr,,5.51e-05,female,-99.0,0.0001946,0.0001202,0,0,0,2005,2005
976,24,20,,asia_southeast,csmr,,9.59e-08,female,-99.0,6.46e-07,3.15e-07,0,0,0,2010,2010
977,29,25,,asia_southeast,csmr,,1.54e-07,female,-99.0,1.14e-06,5.37e-07,0,0,0,2010,2010
978,34,30,,asia_southeast,csmr,,1.5e-07,female,-99.0,6.7e-07,3.92e-07,0,0,0,2010,2010
979,39,35,,asia_southeast,csmr,,1.73e-07,female,-99.0,5.5e-07,3.39e-07,0,0,0,2010,2010
980,44,40,,asia_southeast,csmr,,2.35e-07,female,-99.0,7.14e-07,4.54e-07,0,0,0,2010,2010
981,49,45,,asia_southeast,csmr,,4.59e-07,female,-99.0,1.4e-06,8.76e-07,0,0,0,2010,2010
982,54,50,,asia_southeast,csmr,,8.95e-07,female,-99.0,3.26e-06,1.96e-06,0,0,0,2010,2010
983,59,55,,asia_southeast,csmr,,2.13e-06,female,-99.0,9.45e-06,4.98e-06,0,0,0,2010,2010
984,64,60,,asia_southeast,csmr,,4.4e-06,female,-99.0,1.28e-05,8.15e-06,0,0,0,2010,2010
985,69,65,,asia_southeast,csmr,,8.74e-06,female,-99.0,2.48e-05,1.52e-05,0,0,0,2010,2010
986,74,70,,asia_southeast,csmr,,1.96e-05,female,-99.0,5.46e-05,3.41e-05,0,0,0,2010,2010
987,79,75,,asia_southeast,csmr,,3.92e-05,female,-99.0,0.000121,7.27e-05,0,0,0,2010,2010
988,99,80,,asia_southeast,csmr,,5.6e-05,female,-99.0,0.000193,0.0001143,0,0,0,2010,2010
989,24,20,,australasia,csmr,,4.12e-08,female,-99.0,1.87e-07,9.07e-08,0,0,0,1990,1990
990,29,25,,australasia,csmr,,5.33e-08,female,-99.0,2.19e-07,1.05e-07,0,0,0,1990,1990
991,34,30,,australasia,csmr,,6.32e-08,female,-99.0,2.64e-07,1.28e-07,0,0,0,1990,1990
992,39,35,,australasia,csmr,,3.75e-08,female,-99.0,1.27e-07,6.54e-08,0,0,0,1990,1990
993,44,40,,australasia,csmr,,8.12e-08,female,-99.0,2.83e-07,1.48e-07,0,0,0,1990,1990
994,49,45,,australasia,csmr,,2.21e-07,female,-99.0,7.44e-07,4.05e-07,0,0,0,1990,1990
995,54,50,,australasia,csmr,,6.24e-07,female,-99.0,1.91e-06,1.14e-06,0,0,0,1990,1990
996,59,55,,australasia,csmr,,1.57e-06,female,-99.0,5.6e-06,3.13e-06,0,0,0,1990,1990
997,64,60,,australasia,csmr,,4.66e-06,female,-99.0,1.72e-05,8.55e-06,0,0,0,1990,1990
998,69,65,,australasia,csmr,,1.63e-05,female,-99.0,5.41e-05,3.08e-05,0,0,0,1990,1990
999,74,70,,australasia,csmr,,5.61e-05,female,-99.0,0.0001763,9.98e-05,0,0,0,1990,1990
1000,79,75,,australasia,csmr,,0.0001388,female,-99.0,0.0004453,0.0002491,0,0,0,1990,1990
1001,99,80,,australasia,csmr,,0.0003059,female,-99.0,0.001041,0.0005737,0,0,0,1990,1990
1002,24,20,,australasia,csmr,,4.57e-08,female,-99.0,1.91e-07,1.03e-07,0,0,0,2005,2005
1003,29,25,,australasia,csmr,,5.83e-08,female,-99.0,2.48e-07,1.18e-07,0,0,0,2005,2005
1004,34,30,,australasia,csmr,,7.9e-08,female,-99.0,2.82e-07,1.52e-07,0,0,0,2005,2005
1005,39,35,,australasia,csmr,,5.08e-08,female,-99.0,1.47e-07,8.85e-08,0,0,0,2005,2005
1006,44,40,,australasia,csmr,,1.05e-07,female,-99.0,3.27e-07,1.84e-07,0,0,0,2005,2005
1007,49,45,,australasia,csmr,,2.39e-07,female,-99.0,8.79e-07,4.9e-07,0,0,0,2005,2005
1008,54,50,,australasia,csmr,,6.56e-07,female,-99.0,2.21e-06,1.21e-06,0,0,0,2005,2005
1009,59,55,,australasia,csmr,,1.41e-06,female,-99.0,4.77e-06,2.65e-06,0,0,0,2005,2005
1010,64,60,,australasia,csmr,,4.67e-06,female,-99.0,1.75e-05,1.05e-05,0,0,0,2005,2005
1011,69,65,,australasia,csmr,,1.73e-05,female,-99.0,5.6e-05,3.43e-05,0,0,0,2005,2005
1012,74,70,,australasia,csmr,,5.12e-05,female,-99.0,0.0001742,0.000101,0,0,0,2005,2005
1013,79,75,,australasia,csmr,,0.000139,female,-99.0,0.0004382,0.0002637,0,0,0,2005,2005
1014,99,80,,australasia,csmr,,0.0003469,female,-99.0,0.001189,0.0007492,0,0,0,2005,2005
1015,24,20,,australasia,csmr,,4.6e-08,female,-99.0,2.06e-07,1.06e-07,0,0,0,2010,2010
1016,29,25,,australasia,csmr,,5.82e-08,female,-99.0,2.43e-07,1.19e-07,0,0,0,2010,2010
1017,34,30,,australasia,csmr,,7.73e-08,female,-99.0,2.8e-07,1.51e-07,0,0,0,2010,2010
1018,39,35,,australasia,csmr,,5e-08,female,-99.0,1.51e-07,9.05e-08,0,0,0,2010,2010
1019,44,40,,australasia,csmr,,9.6e-08,female,-99.0,3.44e-07,1.83e-07,0,0,0,2010,2010
1020,49,45,,australasia,csmr,,2.37e-07,female,-99.0,8.9e-07,4.83e-07,0,0,0,2010,2010
1021,54,50,,australasia,csmr,,5.81e-07,female,-99.0,2.25e-06,1.21e-06,0,0,0,2010,2010
1022,59,55,,australasia,csmr,,1.21e-06,female,-99.0,5.19e-06,2.64e-06,0,0,0,2010,2010
1023,64,60,,australasia,csmr,,4.48e-06,female,-99.0,2.02e-05,1.01e-05,0,0,0,2010,2010
1024,69,65,,australasia,csmr,,1.63e-05,female,-99.0,5.72e-05,3.26e-05,0,0,0,2010,2010
1025,74,70,,australasia,csmr,,4.74e-05,female,-99.0,0.0001576,9.74e-05,0,0,0,2010,2010
1026,79,75,,australasia,csmr,,0.0001317,female,-99.0,0.0004272,0.0002588,0,0,0,2010,2010
1027,99,80,,australasia,csmr,,0.0003732,female,-99.0,0.0013014,0.0007617,0,0,0,2010,2010
1028,24,20,,caribbean,csmr,,3.67e-07,female,-99.0,3.14e-06,1.6e-06,0,0,0,1990,1990
1029,29,25,,caribbean,csmr,,2.26e-07,female,-99.0,2.2e-06,7.87e-07,0,0,0,1990,1990
1030,34,30,,caribbean,csmr,,3.69e-07,female,-99.0,1.95e-06,8.04e-07,0,0,0,1990,1990
1031,39,35,,caribbean,csmr,,2.05e-07,female,-99.0,2.23e-06,8.14e-07,0,0,0,1990,1990
1032,44,40,,caribbean,csmr,,1.42e-07,female,-99.0,2.83e-06,8.45e-07,0,0,0,1990,1990
1033,49,45,,caribbean,csmr,,8.79e-07,female,-99.0,3.99e-06,1.89e-06,0,0,0,1990,1990
1034,54,50,,caribbean,csmr,,2.47e-06,female,-99.0,9.96e-06,5.24e-06,0,0,0,1990,1990
1035,59,55,,caribbean,csmr,,6.69e-06,female,-99.0,2.71e-05,1.49e-05,0,0,0,1990,1990
1036,64,60,,caribbean,csmr,,1.3e-05,female,-99.0,4.93e-05,2.56e-05,0,0,0,1990,1990
1037,69,65,,caribbean,csmr,,2.99e-05,female,-99.0,0.0001062,5.47e-05,0,0,0,1990,1990
1038,74,70,,caribbean,csmr,,6.46e-05,female,-99.0,0.0001741,0.0001094,0,0,0,1990,1990
1039,79,75,,caribbean,csmr,,0.0001145,female,-99.0,0.0003374,0.0002104,0,0,0,1990,1990
1040,99,80,,caribbean,csmr,,0.0001908,female,-99.0,0.000542,0.0003457,0,0,0,1990,1990
1041,24,20,,caribbean,csmr,,4.09e-07,female,-99.0,3.77e-06,1.75e-06,0,0,0,2005,2005
1042,29,25,,caribbean,csmr,,2.44e-07,female,-99.0,2.76e-06,9.27e-07,0,0,0,2005,2005
1043,34,30,,caribbean,csmr,,3.97e-07,female,-99.0,2.01e-06,8.14e-07,0,0,0,2005,2005
1044,39,35,,caribbean,csmr,,2.13e-07,female,-99.0,2.33e-06,8.15e-07,0,0,0,2005,2005
1045,44,40,,caribbean,csmr,,1.56e-07,female,-99.0,2.94e-06,8.46e-07,0,0,0,2005,2005
1046,49,45,,caribbean,csmr,,1.02e-06,female,-99.0,3.97e-06,1.96e-06,0,0,0,2005,2005
1047,54,50,,caribbean,csmr,,2.8e-06,female,-99.0,1.02e-05,5.31e-06,0,0,0,2005,2005
1048,59,55,,caribbean,csmr,,6.93e-06,female,-99.0,2.49e-05,1.41e-05,0,0,0,2005,2005
1049,64,60,,caribbean,csmr,,1.42e-05,female,-99.0,4.8e-05,2.56e-05,0,0,0,2005,2005
1050,69,65,,caribbean,csmr,,3.23e-05,female,-99.0,0.0001066,5.65e-05,0,0,0,2005,2005
1051,74,70,,caribbean,csmr,,6.82e-05,female,-99.0,0.0001765,0.0001154,0,0,0,2005,2005
1052,79,75,,caribbean,csmr,,0.0001364,female,-99.0,0.0003352,0.0002252,0,0,0,2005,2005
1053,99,80,,caribbean,csmr,,0.0002601,female,-99.0,0.0007285,0.0004596,0,0,0,2005,2005
1054,24,20,,caribbean,csmr,,4.1e-07,female,-99.0,3.12e-06,1.53e-06,0,0,0,2010,2010
1055,29,25,,caribbean,csmr,,2.47e-07,female,-99.0,2.45e-06,8.41e-07,0,0,0,2010,2010
1056,34,30,,caribbean,csmr,,3.96e-07,female,-99.0,1.92e-06,7.92e-07,0,0,0,2010,2010
1057,39,35,,caribbean,csmr,,2.16e-07,female,-99.0,2.05e-06,7.44e-07,0,0,0,2010,2010
1058,44,40,,caribbean,csmr,,1.57e-07,female,-99.0,2.57e-06,7.71e-07,0,0,0,2010,2010
1059,49,45,,caribbean,csmr,,9.36e-07,female,-99.0,3.28e-06,1.65e-06,0,0,0,2010,2010
1060,54,50,,caribbean,csmr,,2.71e-06,female,-99.0,9.74e-06,5e-06,0,0,0,2010,2010
1061,59,55,,caribbean,csmr,,7.12e-06,female,-99.0,2.21e-05,1.34e-05,0,0,0,2010,2010
1062,64,60,,caribbean,csmr,,1.38e-05,female,-99.0,4.4e-05,2.43e-05,0,0,0,2010,2010
1063,69,65,,caribbean,csmr,,3.19e-05,female,-99.0,9.78e-05,5.41e-05,0,0,0,2010,2010
1064,74,70,,caribbean,csmr,,6.75e-05,female,-99.0,0.0001767,0.0001106,0,0,0,2010,2010
1065,79,75,,caribbean,csmr,,0.0001268,female,-99.0,0.0003407,0.0002194,0,0,0,2010,2010
1066,99,80,,caribbean,csmr,,0.0002716,female,-99.0,0.0006856,0.0004479,0,0,0,2010,2010
1067,24,20,,europe_central,csmr,,4.2e-08,female,-99.0,1.24e-07,8.35e-08,0,0,0,1990,1990
1068,29,25,,europe_central,csmr,,5.82e-08,female,-99.0,1.67e-07,1.1e-07,0,0,0,1990,1990
1069,34,30,,europe_central,csmr,,6.02e-08,female,-99.0,1.68e-07,1.02e-07,0,0,0,1990,1990
1070,39,35,,europe_central,csmr,,8.03e-08,female,-99.0,2.18e-07,1.35e-07,0,0,0,1990,1990
1071,44,40,,europe_central,csmr,,1.72e-07,female,-99.0,4.06e-07,2.59e-07,0,0,0,1990,1990
1072,49,45,,europe_central,csmr,,3.34e-07,female,-99.0,8.45e-07,5.09e-07,0,0,0,1990,1990
1073,54,50,,europe_central,csmr,,7.75e-07,female,-99.0,1.75e-06,1.19e-06,0,0,0,1990,1990
1074,59,55,,europe_central,csmr,,2.31e-06,female,-99.0,5.75e-06,3.84e-06,0,0,0,1990,1990
1075,64,60,,europe_central,csmr,,6.02e-06,female,-99.0,1.64e-05,1.01e-05,0,0,0,1990,1990
1076,69,65,,europe_central,csmr,,1.59e-05,female,-99.0,4.13e-05,2.65e-05,0,0,0,1990,1990
1077,74,70,,europe_central,csmr,,3.54e-05,female,-99.0,8.49e-05,5.31e-05,0,0,0,1990,1990
1078,79,75,,europe_central,csmr,,5.88e-05,female,-99.0,0.0001403,8.31e-05,0,0,0,1990,1990
1079,99,80,,europe_central,csmr,,6.92e-05,female,-99.0,0.0001626,9.43e-05,0,0,0,1990,1990
1080,24,20,,europe_central,csmr,,3.36e-08,female,-99.0,1.31e-07,8.66e-08,0,0,0,2005,2005
1081,29,25,,europe_central,csmr,,5.05e-08,female,-99.0,1.57e-07,1.07e-07,0,0,0,2005,2005
